_id,name,description,amount,concurrentAmount,hostedBy,invitations,users,transactions,endDate,createdDate,defaultApproveStatus,isClosed
851e4b4f86f95dfe5f0bd6ad,Saving For Buying House 5,"""Saving For Buying House 5"" focuses on setting aside a specific amount of money regularly to build up funds for purchasing a home. This involves dedicating a portion of your income to a savings account or investment specifically earmarked for a down payment and other home-buying expenses. By consistently saving, you gradually accumulate the necessary funds, bringing you closer to achieving your goal of homeownership.",17390000,17390000,f47c26f82c759eea28ca23c8,666c8aee94b6b991c56cfd47,aa5e67c6ed4b1fa1a2f75d33;1ba4b78e62930eae5731b9ca,666a4e3b82c9937c907382a7;666a4e3b82c9937c90738394,2024-03-14T00:00:00.000Z,2023-12-14T00:00:00.000Z,Approved,false
b6c19c293f0cc11ff3530bac,Saving For Buying House 6,"""Saving For Buying House 6"" focuses on setting aside a specific amount of money regularly to build up funds for purchasing a home. This involves dedicating a portion of your income to a savings account or investment specifically earmarked for a down payment and other home-buying expenses. By consistently saving, you gradually accumulate the necessary funds, bringing you closer to achieving your goal of homeownership.",17845000,16845000,72e4b93000be75dd6e367723,666c8aee94b6b991c56cfd48,d70844eaf055cda2ef7b56e9;1890a8880bcde17bb895f735,666a4e3b82c9937c9073832a;666a4e3b82c9937c9073838c,2024-12-14T00:00:00.000Z,2024-09-14T00:00:00.000Z,Pending,false
f3a45ea9d05bb3933f552cfb,Saving For Buying House 7,"""Saving For Buying House 7"" focuses on setting aside a specific amount of money regularly to build up funds for purchasing a home. This involves dedicating a portion of your income to a savings account or investment specifically earmarked for a down payment and other home-buying expenses. By consistently saving, you gradually accumulate the necessary funds, bringing you closer to achieving your goal of homeownership.",17167000,4400000,567cedea6bd680f6d9fac54a,666c8aee94b6b991c56cfd49,a32b8962db959b002019627a;845c864a4de70832f4364f15;aa5e67c6ed4b1fa1a2f75d33,666a4e3b82c9937c907382c5;666a4e3b82c9937c9073835d;666a4e3b82c9937c90738405,2024-09-14T00:00:00.000Z,2024-06-14T00:00:00.000Z,Pending,false
d9d8306e513ce43529af3a77,Saving For Buying House 8,"""Saving For Buying House 8"" focuses on setting aside a specific amount of money regularly to build up funds for purchasing a home. This involves dedicating a portion of your income to a savings account or investment specifically earmarked for a down payment and other home-buying expenses. By consistently saving, you gradually accumulate the necessary funds, bringing you closer to achieving your goal of homeownership.",18389000,10935000,21d01d11a8bae6956d4fd98d,666c8aee94b6b991c56cfd4a,8221d64ec10d0f8c0eaacd7d;8494863791b8e5234eb1ad35,666a4e3b82c9937c907383a9;666a4e3b82c9937c907383f4,2024-12-14T00:00:00.000Z,2024-09-14T00:00:00.000Z,Pending,false
2585452d550dce38cda629ff,Saving For Buying House 9,"""Saving For Buying House 9"" focuses on setting aside a specific amount of money regularly to build up funds for purchasing a home. This involves dedicating a portion of your income to a savings account or investment specifically earmarked for a down payment and other home-buying expenses. By consistently saving, you gradually accumulate the necessary funds, bringing you closer to achieving your goal of homeownership.",14732000,13732000,2eff0eddee0b8c9a2601fead,666c8aee94b6b991c56cfd4b,8494863791b8e5234eb1ad35;1890a8880bcde17bb895f735,666a4e3b82c9937c90738307;666a4e3b82c9937c907383fc,2025-06-14T00:00:00.000Z,2025-03-14T00:00:00.000Z,Pending,false
adc41ec811deea87d7fd1b75,Saving For Buying House 10,"""Saving For Buying House 10"" focuses on setting aside a specific amount of money regularly to build up funds for purchasing a home. This involves dedicating a portion of your income to a savings account or investment specifically earmarked for a down payment and other home-buying expenses. By consistently saving, you gradually accumulate the necessary funds, bringing you closer to achieving your goal of homeownership.",25942000,24942000,71c3173179c4dcb1413b39ba,666c8aee94b6b991c56cfd4c,11a1b5ceea49f09253f955a8;833b44f56b8cbece7d04def3;8e8ebd063ea56374b2b7dfc0,666a4e3b82c9937c907382bf;666a4e3b82c9937c9073836c;666a4e3b82c9937c907383b1,2024-03-14T00:00:00.000Z,2023-12-14T00:00:00.000Z,Pending,false
363e044f3df0ea540045e042,Saving For Emergency 1,"""Saving For Emergency 1"" helps you regularly set aside money to create a financial safety net for unexpected situations, such as medical emergencies, job loss, or urgent repairs. This dedicated fund helps ensure that you are prepared for life's unforeseen challenges without disrupting your financial stability. By consistently saving, you build a cushion that provides peace of mind and security during uncertain times.",38498000,38498000,11a1b5ceea49f09253f955a8,666c8aee94b6b991c56cfd4d,f25c51fc7b2e63ad6cc6bf77;f47c26f82c759eea28ca23c8;e99436255b727036e00eefd5;8494863791b8e5234eb1ad35,666a4e3b82c9937c907382ac;666a4e3b82c9937c90738308;666a4e3b82c9937c9073833c;666a4e3b82c9937c90738387,2024-07-14T00:00:00.000Z,2024-04-14T00:00:00.000Z,Approved,false
ab41b932a5dbcd7d23c5635c,Saving For Emergency 2,"""Saving For Emergency 2"" helps you regularly set aside money to create a financial safety net for unexpected situations, such as medical emergencies, job loss, or urgent repairs. This dedicated fund helps ensure that you are prepared for life's unforeseen challenges without disrupting your financial stability. By consistently saving, you build a cushion that provides peace of mind and security during uncertain times.",10453000,10453000,5d6a1f5ad9777d66c4103d51,666c8aee94b6b991c56cfd4e,f585e5dbf71788a1594db8c5;71c3173179c4dcb1413b39ba;8221d64ec10d0f8c0eaacd7d;1ba4b78e62930eae5731b9ca,666a4e3b82c9937c9073830b;666a4e3b82c9937c9073830c;666a4e3b82c9937c907383e7;666a4e3b82c9937c907383f0,2024-03-14T00:00:00.000Z,2023-12-14T00:00:00.000Z,Approved,false
7aa223d54940c9a70410243e,Saving For Emergency 3,"""Saving For Emergency 3"" helps you regularly set aside money to create a financial safety net for unexpected situations, such as medical emergencies, job loss, or urgent repairs. This dedicated fund helps ensure that you are prepared for life's unforeseen challenges without disrupting your financial stability. By consistently saving, you build a cushion that provides peace of mind and security during uncertain times.",14767000,14767000,596573b1e54591d7694cbcb9,666c8aee94b6b991c56cfd4f,71c3173179c4dcb1413b39ba;11a1b5ceea49f09253f955a8;f579a2579d8d862480fad2b8,666a4e3b82c9937c907382aa;666a4e3b82c9937c9073832d;666a4e3b82c9937c9073839b,2024-09-14T00:00:00.000Z,2024-06-14T00:00:00.000Z,Approved,false
38069f9afb59daa7cc5216bc,Saving For Emergency 4,"""Saving For Emergency 4"" helps you regularly set aside money to create a financial safety net for unexpected situations, such as medical emergencies, job loss, or urgent repairs. This dedicated fund helps ensure that you are prepared for life's unforeseen challenges without disrupting your financial stability. By consistently saving, you build a cushion that provides peace of mind and security during uncertain times.",23877000,23877000,f25c51fc7b2e63ad6cc6bf77,666c8aee94b6b991c56cfd50,aa5e67c6ed4b1fa1a2f75d33;11a1b5ceea49f09253f955a8;bf86ecec42cd596815b82763;8494863791b8e5234eb1ad35;1890a8880bcde17bb895f735,666a4e3b82c9937c9073829a;666a4e3b82c9937c907382af;666a4e3b82c9937c907382ee;666a4e3b82c9937c9073833d;666a4e3b82c9937c907383aa,2024-05-14T00:00:00.000Z,2024-02-14T00:00:00.000Z,Approved,false
7589967c2e189cc2d30633d9,Saving For Emergency 5,"""Saving For Emergency 5"" helps you regularly set aside money to create a financial safety net for unexpected situations, such as medical emergencies, job loss, or urgent repairs. This dedicated fund helps ensure that you are prepared for life's unforeseen challenges without disrupting your financial stability. By consistently saving, you build a cushion that provides peace of mind and security during uncertain times.",6819000,6819000,8221d64ec10d0f8c0eaacd7d,666c8aee94b6b991c56cfd51,e99436255b727036e00eefd5,666a4e3b82c9937c90738367,2024-12-14T00:00:00.000Z,2024-09-14T00:00:00.000Z,Approved,false
82c79c16c19affa1023d7e8b,Saving For Emergency 6,"""Saving For Emergency 6"" helps you regularly set aside money to create a financial safety net for unexpected situations, such as medical emergencies, job loss, or urgent repairs. This dedicated fund helps ensure that you are prepared for life's unforeseen challenges without disrupting your financial stability. By consistently saving, you build a cushion that provides peace of mind and security during uncertain times.",20171000,19171000,9d2cdfcd0b8de5a9eb68b1b9,666c8aee94b6b991c56cfd52,475654515a4b6bc03e3f1cc1;1ba4b78e62930eae5731b9ca;2eff0eddee0b8c9a2601fead;8494863791b8e5234eb1ad35,666a4e3b82c9937c907382d7;666a4e3b82c9937c90738391;666a4e3b82c9937c907383bc;666a4e3b82c9937c90738419,2024-09-14T00:00:00.000Z,2024-06-14T00:00:00.000Z,Pending,false
c036136dddc92a9e1b6b8909,Saving For Emergency 7,"""Saving For Emergency 7"" helps you regularly set aside money to create a financial safety net for unexpected situations, such as medical emergencies, job loss, or urgent repairs. This dedicated fund helps ensure that you are prepared for life's unforeseen challenges without disrupting your financial stability. By consistently saving, you build a cushion that provides peace of mind and security during uncertain times.",16580000,15580000,d70844eaf055cda2ef7b56e9,666c8aee94b6b991c56cfd53,72e4b93000be75dd6e367723;71c3173179c4dcb1413b39ba;567cedea6bd680f6d9fac54a;c06acf18d21f1a7bbbe9f371;e99436255b727036e00eefd5,666a4e3b82c9937c907382b0;666a4e3b82c9937c9073831b;666a4e3b82c9937c907383b6;666a4e3b82c9937c907383cc;666a4e3b82c9937c907383df,2024-05-14T00:00:00.000Z,2024-02-14T00:00:00.000Z,Pending,false
35a707c8dff42d6d9f460db5,Saving For Emergency 8,"""Saving For Emergency 8"" helps you regularly set aside money to create a financial safety net for unexpected situations, such as medical emergencies, job loss, or urgent repairs. This dedicated fund helps ensure that you are prepared for life's unforeseen challenges without disrupting your financial stability. By consistently saving, you build a cushion that provides peace of mind and security during uncertain times.",8824000,7824000,1ba4b78e62930eae5731b9ca,666c8aee94b6b991c56cfd54,de5b88c96f9e4797f8902765,666a4e3b82c9937c9073835c,2025-06-14T00:00:00.000Z,2025-03-14T00:00:00.000Z,Pending,false
4abde3bcd654be3da229b157,Saving For Emergency 9,"""Saving For Emergency 9"" helps you regularly set aside money to create a financial safety net for unexpected situations, such as medical emergencies, job loss, or urgent repairs. This dedicated fund helps ensure that you are prepared for life's unforeseen challenges without disrupting your financial stability. By consistently saving, you build a cushion that provides peace of mind and security during uncertain times.",12330000,4444000,f585e5dbf71788a1594db8c5,666c8aee94b6b991c56cfd55,aa5e67c6ed4b1fa1a2f75d33;1ba4b78e62930eae5731b9ca,666a4e3b82c9937c907382c7;666a4e3b82c9937c907383e2,2025-06-14T00:00:00.000Z,2025-03-14T00:00:00.000Z,Pending,false
501cb5073e6776eece96f92e,Saving For Emergency 10,"""Saving For Emergency 10"" helps you regularly set aside money to create a financial safety net for unexpected situations, such as medical emergencies, job loss, or urgent repairs. This dedicated fund helps ensure that you are prepared for life's unforeseen challenges without disrupting your financial stability. By consistently saving, you build a cushion that provides peace of mind and security during uncertain times.",20677000,19677000,11a1b5ceea49f09253f955a8,666c8aee94b6b991c56cfd56,bf86ecec42cd596815b82763;11a1b5ceea49f09253f955a8;e99436255b727036e00eefd5,666a4e3b82c9937c907382c3;666a4e3b82c9937c907383a4;666a4e3b82c9937c907383ea,2023-12-14T00:00:00.000Z,2023-09-14T00:00:00.000Z,Pending,false
